judet,localitate,url,dns_ok,http_status,final_url,https_ok,is_primarie,cms,rss_url,rss_ok,last_signal_date,copyright_year,error
ALBA,CALNIC,https://www.primaria-calnic.ro,yes,200,https://primaria-calnic.ro/,yes,yes,wordpress,https://primaria-calnic.ro/feed/,yes,2026-01-01,2024,
ALBA,MUNICIPIUL BLAJ,http://primariablaj.ro,yes,200,https://municipiulblaj.ro/,yes,yes,other,,no,,,
ALBA,ORAS TEIUS,http://primariateius.ro,yes,200,https://primariateius.ro,yes,yes,wordpress,https://primariateius.ro/?feed=rss2,yes,2026-01-01,,
ALBA,MUNICIPIUL ALBA IULIA,https://apulum.ro,yes,200,https://apulum.ro,yes,yes,other,,no,2026-01-01,,
ALBA,CIUGUD,https://www.primariaciugud.ro,yes,200,https://www.primariaciugud.ro,yes,yes,e-adm,,no,2026-01-01,2026,
ALBA,GARDA DE SUS,https://comunagardadesus.ro,yes,200,https://comunagardadesus.ro,yes,yes,wordpress,https://comunagardadesus.ro/feed/,yes,2024-01-01,,
ALBA,CRICAU,http://www.comunacricau.ro,yes,200,https://www.cricau.ro/,yes,yes,e-adm,,no,,,
ALBA,MUNICIPIUL SEBES,https://www.primariasebes.ro,yes,200,https://www.primariasebes.ro,yes,yes,wordpress,https://www.primariasebes.ro/feed/,yes,2026-01-01,,
ALBA,ORAS CUGIR,http://www.primariacugir.ro,yes,200,https://primariacugir.ro/site,yes,yes,other,,no,2026-01-01,2026,
ALBA,CENADE,http://www.primariacenade.ro,yes,200,https://comunacenade.ro/,yes,yes,wordpress,https://comunacenade.ro/feed/,yes,2026-01-01,2025,
ALBA,CETATEA DE BALTA,https://cetateadebalta.ro,yes,200,https://cetateadebalta.ro,yes,yes,wordpress,https://cetateadebalta.ro/feed/,yes,2022-07-22,,
ALBA,GALDA DE JOS,https://galda.ro,yes,200,https://galda.ro,yes,yes,wordpress,https://galda.ro/feed/,yes,2026-01-01,2026,
ALBA,AVRAM IANCU,http://www.primariaavramiancu.ro,yes,200,https://primariaavramiancu.ro/,yes,yes,wordpress,https://primariaavramiancu.ro/feed/,yes,2025-01-01,2025,
ALBA,ORAS ZLATNA,http://www.primaria-zlatna.ro/nou,yes,200,https://primaria-zlatna.ro/noua-primarie/,yes,yes,wordpress,https://primaria-zlatna.ro/feed/,yes,2026-07-03,2022,
ALBA,CRACIUNELU DE JOS,https://www.craciuneludejos.ro,yes,200,https://craciuneludejos.ro/,yes,yes,e-adm,,no,2026-01-01,,
