judet,localitate,url,dns_ok,http_status,final_url,https_ok,is_primarie,cms,rss_url,rss_ok,last_signal_date,copyright_year,error
ARGES,BAICULESTI,https://www.cjarges.ro/en/web/baiculesti,yes,200,https://www.cjarges.ro/en/web/baiculesti,yes,yes,e-adm,,no,2024-01-01,,
ARGES,BEREVOESTI,https://primariaberevoesti.weebly.com,yes,200,https://primariaberevoesti.weebly.com,yes,yes,other,,no,,,
ARGES,BUGHEA DE SUS,https://www.cjarges.ro/en/web/bughea-de-sus,yes,200,https://www.cjarges.ro/en/web/bughea-de-sus,yes,yes,e-adm,,no,,,
ARGES,BELETI-NEGRESTI,https://www.cjarges.ro/en/web/beleti-negresti,yes,200,https://www.cjarges.ro/en/web/beleti-negresti,yes,yes,e-adm,,no,2025-01-01,,
ARGES,BUGHEA DE JOS,https://www.primariabugheadejos.ro,yes,200,https://www.primariabugheadejos.ro,yes,yes,e-adm,,no,2026-01-01,,
ARGES,CALDARARU,https://www.cjarges.ro/en/web/caldararu,yes,200,https://www.cjarges.ro/en/web/caldararu,yes,yes,e-adm,,no,2027-01-01,,
ARGES,CETATENI,http://www.primariecetateni.ro/index.php,yes,200,https://www.primariecetateni.ro/index.php,yes,yes,other,,no,2022-01-01,,
ARAD,BELIU,https://beliu.ro,yes,200,https://beliu.ro,yes,yes,wordpress,,no,2026-01-01,,
ARGES,GODENI,http://www.primariagodeni.ro,yes,200,http://www.primariagodeni.ro,no,yes,other,,no,2028-01-01,,
ARAD,ARCHIS,https://archis-arad.ro,yes,200,https://archis-arad.ro,yes,yes,wordpress,,no,2026-01-01,,
ARAD,SAGU,https://primariasagu.ro,yes,200,https://primariasagu.ro,yes,yes,wordpress,,no,2026-01-01,,
ARGES,BRADULET,https://www.cjarges.ro/en/web/bradulet,yes,200,https://www.cjarges.ro/en/web/bradulet,yes,yes,e-adm,,no,2024-01-01,,
ARAD,LIVADA,https://livada-arad.ro,yes,200,https://livada-arad.ro,yes,yes,wordpress,,no,2026-01-01,,
ARGES,CEPARI,https://primariacepari.ro/acasa,yes,200,https://primariacepari.ro/acasa,yes,yes,other,,no,,,
ARGES,COCU,https://www.cjarges.ro/en/web/cocu,yes,200,https://www.cjarges.ro/en/web/cocu,yes,yes,e-adm,,no,,,
ARAD,DOROBANTI,https://comuna-dorobanti.ro/ro/bine-ati-venit,yes,200,https://comuna-dorobanti.ro/ro/bine-ati-venit/,yes,yes,wordpress,,no,2026-01-01,,
ARGES,DOMNESTI,http://primariadomnestiag.ro,yes,200,https://primariadomnestiag.ro,yes,yes,joomla,,no,2026-01-01,2026,
ARGES,CICANESTI,https://www.cjarges.ro/en/web/cicanesti,yes,200,https://www.cjarges.ro/en/web/cicanesti,yes,yes,e-adm,,no,2024-01-01,,
ARGES,DRAGOSLAVELE,https://www.cjarges.ro/en/web/dragoslavele,yes,200,https://www.cjarges.ro/en/web/dragoslavele,yes,yes,e-adm,,no,2024-01-01,,
ARGES,CIOFRANGENI,https://www.cjarges.ro/en/web/ciofrangeni,yes,200,https://www.cjarges.ro/en/web/ciofrangeni,yes,yes,e-adm,,no,2024-01-01,,
ARGES,IZVORU,https://www.cjarges.ro/en/web/izvoru,yes,200,https://www.cjarges.ro/en/web/izvoru,yes,yes,e-adm,,no,,,
ARAD,MISCA,https://misca.ro,yes,200,https://misca.ro,yes,yes,wordpress,,no,2026-01-01,,
ARGES,CORBENI,https://www.cjarges.ro/en/web/corbeni,yes,200,https://www.cjarges.ro/en/web/corbeni,yes,yes,e-adm,,no,2024-01-01,,
ARGES,DOBRESTI,https://www.cjarges.ro/en/web/dobresti,yes,200,https://www.cjarges.ro/en/web/dobresti,yes,yes,e-adm,,no,,,
ARGES,LERESTI,https://www.cjarges.ro/en/web/leresti,yes,200,https://www.cjarges.ro/en/web/leresti,yes,yes,e-adm,,no,,,
ARGES,DRAGANU,https://www.cjarges.ro/en/web/draganu,yes,200,https://www.cjarges.ro/en/web/draganu,yes,yes,e-adm,,no,,,
ARGES,LEORDENI,https://www.cjarges.ro/en/web/leordeni,yes,200,https://www.cjarges.ro/en/web/leordeni,yes,yes,e-adm,,no,,,
ARGES,COTMEANA,https://www.cjarges.ro/en/web/cotmeana,yes,200,https://www.cjarges.ro/en/web/cotmeana,yes,yes,e-adm,,no,,,
ARGES,DAVIDESTI,https://www.cjarges.ro/en/web/davidesti,yes,200,https://www.cjarges.ro/en/web/davidesti,yes,yes,e-adm,,no,,,
ARGES,LUNCA CORBULUI,https://www.cjarges.ro/en/web/lunca-corbului,yes,200,https://www.cjarges.ro/en/web/lunca-corbului,yes,yes,e-adm,,no,2026-01-01,,
ARGES,SCHITU GOLESTI,http://www.schitugolesti.ro,yes,200,http://www.schitugolesti.ro/,no,yes,other,,no,2027-01-01,,
ARGES,HARTIESTI,https://www.cjarges.ro/en/web/hartiesti,yes,200,https://www.cjarges.ro/en/web/hartiesti,yes,yes,e-adm,,no,,,
ARGES,DARMANESTI,https://www.cjarges.ro/en/web/darmanesti,yes,200,https://www.cjarges.ro/en/web/darmanesti,yes,yes,e-adm,,no,2024-01-01,,
ARGES,MIROSI,https://www.cjarges.ro/en/web/mirosi,yes,200,https://www.cjarges.ro/en/web/mirosi,yes,yes,e-adm,,no,2024-01-01,,
ARGES,BALILESTI,https://www.primariabalilesti.ro,yes,200,https://www.primariabalilesti.ro,yes,yes,other,,no,2026-01-01,,
ARGES,MERISANI,https://www.cjarges.ro/en/web/merisani,yes,200,https://www.cjarges.ro/en/web/merisani,yes,yes,e-adm,,no,,,
ARGES,DAMBOVICIOARA,https://primaria-dambovicioara.ro,yes,200,https://primaria-dambovicioara.ro,yes,yes,wordpress,,no,2026-01-01,,
ARGES,MOSOAIA,https://www.cjarges.ro/en/web/mosoaia,yes,200,https://www.cjarges.ro/en/web/mosoaia,yes,yes,e-adm,,no,2024-01-01,,
ARGES,MALURENI,https://www.cjarges.ro/en/web/malureni,yes,200,https://www.cjarges.ro/en/web/malureni,yes,yes,e-adm,,no,2024-01-01,,
ARGES,MOZACENI,https://www.cjarges.ro/en/web/mozaceni,yes,200,https://www.cjarges.ro/en/web/mozaceni,yes,yes,e-adm,,no,2024-01-01,,
ARGES,MIHAESTI,https://www.cjarges.ro/en/web/mihaesti,yes,200,https://www.cjarges.ro/en/web/mihaesti,yes,yes,e-adm,,no,2024-01-01,,
ARGES,ROCIU,https://www.cjarges.ro/en/web/rociu,yes,200,https://www.cjarges.ro/en/web/rociu,yes,yes,e-adm,,no,,,
ARGES,RATESTI,https://www.cjarges.ro/en/web/ratesti,yes,200,https://www.cjarges.ro/en/web/ratesti,yes,yes,e-adm,,no,2024-01-01,,
ARGES,NUCSOARA,https://www.cjarges.ro/en/web/nucsoara/acasa,yes,200,https://www.cjarges.ro/en/web/nucsoara/acasa,yes,yes,e-adm,,no,2025-01-01,,
ARGES,POIENARII DE ARGES,https://www.cjarges.ro/en/web/poienarii-de-arges,yes,200,https://www.cjarges.ro/en/web/poienarii-de-arges,yes,yes,e-adm,,no,,,
ARGES,RECEA,https://www.cjarges.ro/en/web/recea,yes,200,https://www.cjarges.ro/en/web/recea,yes,yes,e-adm,,no,2025-01-01,,
ARGES,POPESTI,https://www.cjarges.ro/en/web/popesti,yes,200,https://www.cjarges.ro/en/web/popesti,yes,yes,e-adm,,no,,,
ARGES,SAPATA,https://www.cjarges.ro/en/web/sapata,yes,200,https://www.cjarges.ro/en/web/sapata,yes,yes,e-adm,,no,2024-01-01,,
ARGES,SLOBOZIA,https://www.cjarges.ro/en/web/slobozia,yes,200,https://www.cjarges.ro/en/web/slobozia,yes,yes,e-adm,,no,2024-01-01,,
ARGES,SUICI,https://www.cjarges.ro/en/web/suici,yes,200,https://www.cjarges.ro/en/web/suici,yes,yes,e-adm,,no,,,
ARGES,RACA,https://www.cjarges.ro/en/web/raca,yes,200,https://www.cjarges.ro/en/web/raca,yes,yes,e-adm,,no,,,
ARGES,RUCAR,https://www.cjarges.ro/en/web/rucar,yes,200,https://www.cjarges.ro/en/web/rucar,yes,yes,e-adm,,no,,,
ARGES,NEGRASI,https://www.cjarges.ro/en/web/negrasi,yes,200,https://www.cjarges.ro/en/web/negrasi,yes,yes,e-adm,,no,,,
ARGES,SALATRUCU,https://primariasalatrucu.ro,yes,200,https://primariasalatrucu.ro,yes,yes,wordpress,,no,2026-01-01,,
ARGES,STOLNICI,https://comunastolnici.ro,yes,200,https://comunastolnici.ro,yes,yes,other,,no,,,
ARGES,TIGVENI,https://www.cjarges.ro/en/web/tigveni,yes,200,https://www.cjarges.ro/en/web/tigveni,yes,yes,e-adm,,no,2024-01-01,,
ARGES,TEIU,https://www.cjarges.ro/en/web/teiu,yes,200,https://www.cjarges.ro/en/web/teiu,yes,yes,e-adm,,no,,,
ARGES,VEDEA,https://www.cjarges.ro/en/web/vedea,yes,200,https://www.cjarges.ro/en/web/vedea,yes,yes,e-adm,,no,2024-01-01,,
ARGES,TITESTI,https://www.cjarges.ro/en/web/titesti,yes,200,https://www.cjarges.ro/en/web/titesti,yes,yes,e-adm,,no,,,
ARGES,VLADESTI,https://www.cjarges.ro/en/web/vladesti,yes,200,https://www.cjarges.ro/en/web/vladesti,yes,yes,e-adm,,no,2024-01-01,,
ARGES,VULTURESTI,https://www.cjarges.ro/en/web/vulturesti,yes,200,https://www.cjarges.ro/en/web/vulturesti,yes,yes,e-adm,,no,,,
BACAU,MUNICIPIUL ONESTI,http://www.onesti.ro,yes,200,https://onesti.ro/primarie_onesti/,yes,yes,drupal,,no,2026-01-01,,
BACAU,BALCANI,https://www.primaria-balcani.ro,yes,200,https://www.primaria-balcani.ro,yes,yes,joomla,,no,2027-01-01,,
BACAU,BRUSTUROASA,https://www.brusturoasa.ro,yes,200,https://www.brusturoasa.ro,yes,yes,other,,no,2026-01-01,,
BACAU,RACACIUNI,http://www.comunaracaciuni.ro,yes,200,https://www.comunaracaciuni.ro,yes,yes,other,,no,2026-01-01,,
BACAU,IZVORU BERHECIULUI,https://primariaizvoruberheciului.ro,yes,200,https://primariaizvoruberheciului.ro/ro,yes,yes,e-adm,,no,2026-01-01,,
BIHOR,ORAS NUCET,http://www.primarianucet.ro,yes,200,https://www.primarianucet.ro,yes,yes,other,,no,,,
BACAU,ZEMES,http://zemes.ro,yes,200,https://zemes.ro,yes,yes,joomla,,no,2026-01-01,,
BACAU,ORBENI,http://primariaorbeni.ro,yes,200,https://primariaorbeni.ro/ro,yes,yes,e-adm,,no,2026-01-01,,
BIHOR,CARPINET,http://www.primaria-carpinet.ro,yes,200,https://www.primaria-carpinet.ro,yes,yes,e-adm,,no,2026-01-01,,
BACAU,ODOBESTI,http://www.comuna-odobesti.ro,yes,200,https://www.comuna-odobesti.ro,yes,yes,e-adm,,no,2024-01-01,2024,
BIHOR,CEICA,https://www.ceica.ro,yes,200,https://www.ceica.ro,yes,yes,other,,no,2026-01-01,,
BACAU,VULTURENI,http://www.comunavultureni.ro,yes,200,https://www.comunavultureni.ro,yes,yes,other,,no,2026-01-01,,
BIHOR,ABRAM,https://abram.ro,yes,200,https://abram.ro,yes,yes,wordpress,,no,2026-01-01,,
BIHOR,CETARIU,https://www.cetariu.ro,yes,200,https://www.cetariu.ro,yes,yes,other,,no,2026-01-01,,
BIHOR,ORAS SACUENI,https://www.sacueni.ro,yes,200,https://www.sacueni.ro,yes,yes,wordpress,,no,2026-01-01,,
BIHOR,NOJORID,https://www.primarianojorid.ro,yes,200,https://www.primarianojorid.ro,yes,yes,other,,no,2026-01-01,,
BIHOR,GIRISU DE CRIS,https://www.girisudecris.ro,yes,200,https://www.girisudecris.ro,yes,yes,other,,no,2026-01-01,,
BIHOR,AUSEU,https://www.auseu.ro,yes,200,https://www.auseu.ro,yes,yes,other,,no,2027-01-01,2019,
BACAU,BLAGESTI,https://www.primaria-blagesti.net,yes,200,https://cair77pro.sbs/,yes,unclear,other,,no,2026-01-01,2026,
BIHOR,SALARD,http://www.salard.ro,yes,200,https://www.salard.ro,yes,yes,e-adm,,no,2026-01-01,,
BIHOR,ROSIORI,https://www.rosiori.ro,yes,200,https://www.rosiori.ro,yes,yes,other,,no,2026-01-01,,
ARAD,SIRIA,https://primariasiria.ro,yes,200,https://primariasiria.ro,yes,yes,wordpress,,no,2028-01-01,,
BIHOR,DERNA,http://www.derna.ro,yes,200,https://www.derna.ro,yes,yes,other,,no,2027-01-01,,
BIHOR,SANTANDREI,https://www.primariasantandrei.ro,yes,200,https://www.primariasantandrei.ro,yes,yes,other,,no,2026-01-01,,
BIHOR,SUPLACU DE BARCAU,http://www.suplacudebarcau.ro,yes,200,https://www.suplacudebarcau.ro,yes,yes,other,,no,,,
BIHOR,TARCAIA,http://www.tarcaia.ro,yes,200,https://www.tarcaia.ro,yes,yes,other,,no,2026-01-01,,
BIHOR,TAMASEU,http://www.tamaseu.ro,yes,200,https://www.tamaseu.ro,yes,yes,other,,no,2026-01-01,,
BIHOR,VADU CRISULUI,https://www.primaria-vaducrisului.ro,yes,200,https://www.primaria-vaducrisului.ro,yes,yes,other,,no,2026-01-01,,
BIHOR,UILEACU DE BEIUS,https://www.uileacudebeius.ro,yes,200,https://www.uileacudebeius.ro,yes,yes,other,,no,2026-01-01,,
BIHOR,TETCHEA,https://www.tetchea.ro,yes,200,https://www.tetchea.ro,yes,yes,other,,no,2026-01-01,,
BISTRITA-NASAUD,ORAS NASAUD,http://www.primarianasaud.ro,yes,200,https://www.primarianasaud.ro,yes,yes,wordpress,,no,2026-01-01,,
BISTRITA-NASAUD,CETATE,http://www.primaria-cetate.ro,yes,200,https://www.primaria-cetate.ro,yes,yes,other,,no,2025-01-01,,
BISTRITA-NASAUD,BISTRITA BARGAULUI,http://www.primariabistritabirgaului.ro/ro,yes,200,https://www.primariabistritabirgaului.ro/ro,yes,yes,e-adm,,no,,,
BISTRITA-NASAUD,DUMITRA,http://www.primariadumitra.ro,yes,200,https://www.primariadumitra.ro,yes,yes,other,,no,2029-01-01,,
BISTRITA-NASAUD,BUDACU DE JOS,http://www.budacudejos.ro,yes,200,https://www.budacudejos.ro,yes,yes,other,,no,2026-01-01,,
BISTRITA-NASAUD,FELDRU,https://feldru.ro,yes,200,https://feldru.ro,yes,unclear,other,,no,,,
BISTRITA-NASAUD,DUMITRITA,http://www.dumitrita.ro,yes,200,https://www.dumitrita.ro,yes,yes,other,,no,2024-01-01,,
BIHOR,OSORHEI,https://primaria-osorhei.ro,yes,200,https://primaria-osorhei.ro,yes,yes,wordpress,,no,2027-01-01,,
BISTRITA-NASAUD,LECHINTA,http://www.primarialechinta.ro,yes,200,https://www.primarialechinta.ro,yes,yes,other,,no,2025-01-01,,
BISTRITA-NASAUD,LUNCA ILVEI,http://www.primarialuncailvei.ro/ro,yes,200,https://www.primarialuncailvei.ro/ro,yes,yes,e-adm,,no,2025-01-01,,
BISTRITA-NASAUD,LESU,https://www.primarialesu.ro,yes,200,https://www.primarialesu.ro,yes,yes,other,,no,2024-01-01,,
BISTRITA-NASAUD,ILVA MICA,http://www.ilvamica.ro,yes,200,https://www.ilvamica.ro,yes,yes,e-adm,,no,2026-01-01,,
BISTRITA-NASAUD,GALATII BISTRITEI,http://www.galatiibistritei.ro,yes,200,https://www.galatiibistritei.ro,yes,yes,other,,no,2027-01-01,,
BISTRITA-NASAUD,LIVEZILE,http://www.primarialivezilebn.ro,yes,200,https://www.primarialivezilebn.ro,yes,yes,other,,no,2026-01-01,,
BIHOR,LAZARENI,https://primarialazareni.ro,yes,200,https://primarialazareni.ro,yes,yes,wordpress,,no,2026-01-01,2021,
BISTRITA-NASAUD,REBRISOARA,http://www.primariarebrisoara.ro,yes,200,https://www.primariarebrisoara.ro,yes,yes,other,,no,2021-01-01,,
BISTRITA-NASAUD,MATEI,https://comunamatei.ro,yes,200,https://comunamatei.ro,yes,yes,other,,no,2020-01-01,,
BISTRITA-NASAUD,MAIERU,http://www.primariamaieru.ro/ro,yes,200,https://www.primariamaieru.ro/ro,yes,yes,e-adm,,no,,,
BISTRITA-NASAUD,RUNCU SALVEI,https://primariaruncusalvei.ro,yes,200,https://primariaruncusalvei.ro,yes,yes,other,,no,2020-01-01,,
BISTRITA-NASAUD,REBRA,http://www.primariarebra.ro,yes,200,https://www.primariarebra.ro,yes,yes,e-adm,,no,2025-01-01,,
BISTRITA-NASAUD,MICESTII DE CAMPIE,https://micestiidecampie.ro,yes,200,https://micestiidecampie.ro,yes,yes,other,,no,,,
BISTRITA-NASAUD,SIEUT,http://www.primariasieut.ro,yes,200,https://www.primariasieut.ro,yes,yes,other,,no,2020-01-01,,
BISTRITA-NASAUD,ROMULI,https://primariaromuli.ro,yes,200,https://primariaromuli.ro,yes,yes,other,,no,,,
BISTRITA-NASAUD,SIEU,http://www.comunasieu.ro,yes,200,https://www.comunasieu.ro,yes,yes,other,,no,2026-01-01,,
BISTRITA-NASAUD,TELCIU,https://telciu.ro,yes,200,https://telciu.ro,yes,unclear,other,,no,,,
BISTRITA-NASAUD,CICEU - MIHAIESTI,https://primariacm.ro,yes,200,https://www.primariacm.ro/,yes,yes,other,,no,2026-01-01,2026,
BISTRITA-NASAUD,CAIANU MIC,https://primariacomuneicaianumic.ro,yes,200,https://www.primariacomuneicaianumic.ro/,yes,yes,other,,no,2026-01-01,2026,
BISTRITA-NASAUD,ZAGRA,https://www.primariazagra.ro,yes,200,https://www.primariazagra.ro,yes,yes,other,,no,2026-01-01,,
BISTRITA-NASAUD,MONOR,https://www.comunamonor.ro,yes,200,https://www.comunamonor.ro,yes,yes,other,,no,2026-01-01,2026,
BISTRITA-NASAUD,URIU,http://www.primariauriu.ro,yes,200,https://www.primariauriu.ro,yes,yes,e-adm,,no,2027-01-01,,
BOTOSANI,BLANDESTI,http://www.comunablandesti.ro,yes,200,https://www.comunablandesti.ro,yes,yes,other,,no,2023-01-01,,
BOTOSANI,ADASENI,http://www.adaseni.ro,yes,200,https://www.adaseni.ro,yes,yes,other,,no,2027-01-01,,
BOTOSANI,COSULA,http://www.primariacosula.ro,yes,200,https://www.primariacosula.ro,yes,yes,other,,no,2026-01-01,,
BOTOSANI,CRISTINESTI,https://www.primariacristinesti.ro,yes,200,https://www.primariacristinesti.ro,yes,yes,other,,no,,,
BOTOSANI,DIMACHENI,https://www.primaria-dimacheni.ro,yes,200,https://www.primaria-dimacheni.ro,yes,yes,other,,no,2026-01-01,,
BOTOSANI,COPALAU,http://www.copalau.ro,yes,200,https://www.copalau.ro,yes,yes,other,,no,2026-01-01,,
BISTRITA-NASAUD,MARISELU,https://www.comunamariselu.ro,yes,200,https://www.comunamariselu.ro,yes,yes,other,,no,2026-01-01,2026,
BOTOSANI,AVRAMENI,https://www.avrameni.ro,yes,200,https://www.avrameni.ro,yes,yes,other,,no,2026-01-01,,
BISTRITA-NASAUD,POIANA ILVEI,http://www.poianailvei.ro,yes,200,https://poianailvei.ro/ro,yes,yes,e-adm,,no,2026-01-01,,
BOTOSANI,HAVARNA,http://www.comunahavarna.ro,yes,200,https://www.comunahavarna.ro,yes,yes,other,,no,2025-01-01,,
BOTOSANI,DRAGUSENI,http://www.dragusenibt.ro,yes,200,https://www.dragusenibt.ro,yes,yes,other,,no,2026-01-01,,
BOTOSANI,CONCESTI,https://primariaconcesti.ro,yes,200,https://primariaconcesti.ro,yes,yes,wordpress,,no,,,
BOTOSANI,RACHITI,http://primariarachiti.ro/index.php/primaria-rachiti-26,yes,200,https://primariarachiti.ro/index.php/primaria-rachiti-26,yes,yes,joomla,,no,2026-01-01,,
BOTOSANI,RADAUTI-PRUT,https://www.radautiprut.ro,yes,200,https://www.radautiprut.ro,yes,yes,other,,no,2025-01-01,,
BISTRITA-NASAUD,SIEU-ODORHEI,https://sieuodorhei.ro,yes,200,https://www.sieuodorhei.ro/,yes,yes,other,,no,2026-01-01,2026,
BISTRITA-NASAUD,SINTEREAG,http://primariasintereag.ro,yes,200,https://primariasintereag.ro,yes,yes,other,,no,2026-01-01,,
BOTOSANI,LEORDA,https://www.primarialeorda.ro,yes,200,https://www.primarialeorda.ro,yes,yes,other,,no,2026-01-01,2010,
BOTOSANI,UNTENI,http://www.primariaunteni.ro,yes,200,https://www.primariaunteni.ro,yes,yes,other,,no,2027-01-01,,
BOTOSANI,DERSCA,http://www.comunadersca.ro,yes,200,https://comunadersca.ro/ro,yes,yes,e-adm,,no,2026-01-01,,
BOTOSANI,VIISOARA,https://www.comuna-viisoara-botosani.ro,yes,200,https://www.comuna-viisoara-botosani.ro,yes,yes,other,,no,2026-01-01,2010,
BRASOV,MUNICIPIUL CODLEA,https://municipiulcodlea.ro,yes,200,https://municipiulcodlea.ro,yes,yes,joomla,,no,2026-01-01,2026,
BOTOSANI,UNGURENI,https://comunaungureni.ro,yes,200,https://comunaungureni.ro,yes,yes,wordpress,,no,2026-01-01,,
BRASOV,ORAS RASNOV,http://www.primariarasnov.ro,yes,200,https://www.primariarasnov.ro,yes,yes,other,,no,2029-01-01,,
BRASOV,ORAS VICTORIA,http://www.primariavictoria.ro,yes,200,https://primariavictoria.ro/,yes,yes,other,,no,2026-01-01,2019,
BRASOV,BUDILA,https://www.budila.ro,yes,200,https://ro.budila.ro/,yes,yes,joomla,,no,2025-01-01,2021,
BRASOV,HARSENI,http://www.primariaharseni.ro,yes,200,https://www.primariaharseni.ro/comuna-harseni.php,yes,yes,other,,no,2028-01-01,,
BRAILA,BARAGANUL,http://www.primariabaraganul.ro,yes,200,http://www.primariabaraganul.ro,no,yes,joomla,,no,2026-01-01,,
BOTOSANI,LOZNA,https://www.primarialozna.ro,yes,200,https://primarialozna.ro/,yes,yes,other,,no,2025-01-01,,
BRASOV,JIBERT,http://primariajibert.ro,yes,200,https://primariajibert.ro,yes,yes,e-adm,,no,2026-01-01,,
BOTOSANI,MITOC,http://www.primariamitoc.ro,yes,200,https://primariamitoc.ro/ro,yes,yes,e-adm,,no,2026-01-01,,
BRASOV,VAMA BUZAULUI,http://www.comunavamabuzaului.ro,yes,200,https://www.comunavamabuzaului.ro,yes,yes,wordpress,,no,2028-01-01,2009,
BRAILA,ORAS INSURATEI,http://primariaorasinsuratei.ro,yes,200,https://primariaorasinsuratei.ro,yes,yes,other,,no,2026-01-01,,
BRASOV,MAIERUS,https://comunamaierus.ro,yes,200,https://comunamaierus.ro,yes,yes,wordpress,,no,2026-01-01,,
BRAILA,BORDEI VERDE,https://www.primariabordeiverde.ro,yes,200,https://www.primariabordeiverde.ro,yes,yes,joomla,,no,2026-01-01,2026,
BRASOV,SINCA NOUA,http://www.sincanoua.eu,yes,200,https://sincanoua.eu/go/4202,yes,unclear,other,,no,,,
BRAILA,DUDESTI,http://www.comunadudesti.ro,yes,200,https://www.comunadudesti.ro,yes,yes,other,,no,,,
BRASOV,MUNICIPIUL FAGARAS,http://primaria-fagaras.ro,yes,200,https://primaria-fagaras.ro,yes,yes,e-adm,,no,2026-01-01,2017,
BISTRITA-NASAUD,URMENIS,https://www.primariaurmenis.ro,yes,200,https://www.primariaurmenis.ro,yes,yes,wordpress,,no,2028-01-01,,
