judet,localitate,url,dns_ok,http_status,final_url,https_ok,is_primarie,cms,rss_url,rss_ok,last_signal_date,copyright_year,error
ALBA,ROSIA DE SECAS,https://www.rosiadesecas.ro,yes,200,https://rosiadesecas.ro/,yes,yes,wordpress,https://rosiadesecas.ro/feed/,yes,2025-01-01,,
ALBA,ALMASU MARE,https://www.almasumare.ro,yes,200,https://almasumare.ro/,yes,unclear,wordpress,https://almasumare.ro/index.php/feed/,yes,2023-01-01,,
ALBA,GARBOVA,https://primaria-garbova.ro,yes,200,https://primaria-garbova.ro,yes,yes,wordpress,https://primaria-garbova.ro/feed/,yes,2026-01-01,,
ALBA,GARDA DE SUS,https://comunagardadesus.ro,yes,200,https://comunagardadesus.ro,yes,yes,wordpress,https://comunagardadesus.ro/feed/,yes,2024-01-01,,
ALBA,SONA,https://comunasona.ro,yes,200,https://comunasona.ro,yes,yes,wordpress,https://comunasona.ro/feed/,yes,2024-09-24,,
ALBA,SOHODOL,https://primariasohodol.ro,yes,200,https://primariasohodol.ro,yes,yes,wordpress,https://primariasohodol.ro/feed/,yes,2024-01-01,,
ALBA,METES,https://www.primariametes.ro,yes,200,https://www.primariametes.ro,yes,yes,wordpress,https://www.primariametes.ro/feed/,yes,2028-01-01,,
ALBA,VINTU DE JOS,https://vintudejos.ro,yes,200,https://vintudejos.ro,yes,yes,wordpress,https://vintudejos.ro/feed/,yes,2026-01-01,2012,
ALBA,JIDVEI,https://primariajidvei.ro,yes,200,https://primariajidvei.ro,yes,yes,wordpress,https://primariajidvei.ro/feed/,yes,2026-01-01,2026,
ALBA,BLANDIANA,https://comuna-blandiana.ro,yes,200,https://comuna-blandiana.ro,yes,yes,wordpress,https://comuna-blandiana.ro/feed/,yes,2026-01-01,,
ALBA,ORAS OCNA MURES,https://www.primariaocnamures.ro,yes,200,https://www.primariaocnamures.ro,yes,yes,wordpress,https://www.primariaocnamures.ro/feed/,yes,2028-01-01,,
ALBA,SALISTEA,https://comuna-salistea.ro,yes,200,https://comuna-salistea.ro,yes,yes,wordpress,https://comuna-salistea.ro/feed/,yes,2026-01-01,2025,
ALBA,CALNIC,https://www.primaria-calnic.ro,yes,200,https://primaria-calnic.ro/,yes,yes,wordpress,https://primaria-calnic.ro/feed/,yes,2026-01-01,2024,
ALBA,GALDA DE JOS,https://galda.ro,yes,200,https://galda.ro,yes,yes,wordpress,https://galda.ro/feed/,yes,2026-01-01,2026,
ALBA,POSAGA,https://comunaposaga.ro,yes,200,https://comunaposaga.ro,yes,yes,wordpress,https://comunaposaga.ro/feed/,yes,2026-01-01,,
ALBA,OCOLIS,https://ocolis-ab.ro,yes,200,https://ocolis-ab.ro,yes,yes,wordpress,https://ocolis-ab.ro/feed/,yes,2027-01-01,,
ALBA,VIDRA,https://primariavidra-ab.ro,yes,200,https://primariavidra-ab.ro,yes,yes,wordpress,https://primariavidra-ab.ro/feed/,yes,2024-01-01,,
ALBA,LIVEZILE,http://primarialivezile.ro,yes,200,https://primarialivezile.ro,yes,yes,wordpress,https://primarialivezile.ro/feed/,yes,2025-01-01,2025,
ALBA,SALCIUA,https://comunasalciua.ro,yes,200,https://comunasalciua.ro,yes,yes,wordpress,https://comunasalciua.ro/feed/,yes,2026-01-01,2025,
ALBA,ORAS TEIUS,http://primariateius.ro,yes,200,https://primariateius.ro,yes,yes,wordpress,https://primariateius.ro/?feed=rss2,yes,2026-01-01,,
ALBA,LUPSA,https://www.primarialupsa.ro,yes,200,https://primarialupsa.ro/,yes,yes,wordpress,https://primarialupsa.ro/feed/,yes,2026-01-01,2026,
ALBA,POIANA VADULUI,https://poianavadului.ro,yes,200,https://poianavadului.ro,yes,yes,wordpress,https://poianavadului.ro/feed/,yes,2026-01-01,2025,
ALBA,SUGAG,https://primariasugag.ro,yes,200,https://primariasugag.ro,yes,yes,wordpress,https://primariasugag.ro/feed/,yes,2026-01-01,,
ARAD,BARSA,http://www.comunabirsa.ro,yes,200,https://www.comunabirsa.ro,yes,yes,wordpress,https://www.comunabirsa.ro/feed/,yes,2026-01-01,,
ARAD,ORAS PECICA,https://www.pecica.ro,yes,200,https://www.pecica.ro,yes,yes,wordpress,https://www.pecica.ro/feed/,yes,2026-01-01,2024,
ARAD,ORAS CURTICI,https://primariacurtici.ro,yes,200,https://primariacurtici.ro,yes,yes,wordpress,https://primariacurtici.ro/feed/,yes,9839-10-06,2026,
ALBA,CENADE,http://www.primariacenade.ro,yes,200,https://comunacenade.ro/,yes,yes,wordpress,https://comunacenade.ro/feed/,yes,2026-01-01,2025,
ALBA,SPRING,https://www.comunaspring.ro,yes,200,https://comunaspring.ro/,yes,yes,wordpress,https://comunaspring.ro/feed/,yes,2026-01-01,,
ALBA,CETATEA DE BALTA,https://cetateadebalta.ro,yes,200,https://cetateadebalta.ro,yes,yes,wordpress,https://cetateadebalta.ro/feed/,yes,2022-07-22,,
ARAD,ORAS NADLAC,http://primaria-nadlac.ro,yes,200,https://primaria-nadlac.ro,yes,yes,wordpress,https://primaria-nadlac.ro/feed/,yes,2028-01-01,2012,
ALBA,RAMETEA,https://www.primariarimetea.ro,yes,200,https://primariarimetea.ro/,yes,yes,wordpress,https://primariarimetea.ro/feed/,yes,2023-02-20,,
ALBA,AVRAM IANCU,http://www.primariaavramiancu.ro,yes,200,https://primariaavramiancu.ro/,yes,yes,wordpress,https://primariaavramiancu.ro/feed/,yes,2025-01-01,2025,
ALBA,ORAS ZLATNA,http://www.primaria-zlatna.ro/nou,yes,200,https://primaria-zlatna.ro/noua-primarie/,yes,yes,wordpress,https://primaria-zlatna.ro/feed/,yes,2026-07-03,2022,
ALBA,VADU MOTILOR,https://vadumotilor.ro,yes,200,https://vadu-motilor.ro/,yes,yes,wordpress,https://vadu-motilor.ro/feed/,yes,2026-01-01,,
ARAD,CERMEI,http://comuna-cermei.ro,yes,200,https://comuna-cermei.ro,yes,yes,wordpress,https://comuna-cermei.ro/feed/,yes,1012-01-04,,
ALBA,VALEA LUNGA,https://comunavalealunga.ro,yes,200,https://comunavalealunga.ro,yes,yes,wordpress,https://comunavalealunga.ro/feed/,yes,2026-01-01,,
ARAD,BATA,https://www.primariabata.ro,yes,200,https://www.primariabata.ro,yes,yes,wordpress,https://www.primariabata.ro/feed/,yes,2026-01-01,,
ARAD,APATEU,http://www.apateu.ro,yes,200,https://www.apateu.ro,yes,yes,wordpress,https://www.apateu.ro/feed/,yes,2026-01-01,,
ARAD,ORAS INEU,http://primariaineu.ro,yes,200,https://primariaineu.ro,yes,yes,wordpress,https://primariaineu.ro/feed/,yes,2029-01-01,,
ALBA,STREMT,https://www.primariastremt.ro,yes,200,https://primariastremt.ro/,yes,yes,wordpress,https://primariastremt.ro/feed/,yes,2026-01-01,,
ARAD,CARAND,http://comuna-carand.ro,yes,200,https://comuna-carand.ro,yes,yes,wordpress,https://comuna-carand.ro/feed/,yes,2026-01-01,,
ARAD,ORAS SEBIS,http://primariasebis.ro,yes,200,https://primariasebis.ro,yes,yes,wordpress,https://primariasebis.ro/feed/,yes,2026-13-02,2023,
ALBA,MUNICIPIUL SEBES,https://www.primariasebes.ro,yes,200,https://www.primariasebes.ro,yes,yes,wordpress,https://www.primariasebes.ro/feed/,yes,2026-01-01,,
ARAD,CHISINDIA,http://comunachisindia.ro,yes,200,https://comunachisindia.ro,yes,yes,wordpress,https://comunachisindia.ro/?feed=comments-rss2,yes,2026-01-01,,
ARAD,FELNAC,http://primaria-felnac.ro,yes,200,https://primaria-felnac.ro,yes,yes,wordpress,https://primaria-felnac.ro/feed/,yes,2026-01-01,2017,
ARAD,BARZAVA,http://www.comunabarzava.ro,yes,200,https://comunabarzava.ro/,yes,yes,wordpress,https://comunabarzava.ro/feed/,yes,2025-05-31,2021,
ARAD,DEZNA,http://www.comunadezna.ro,yes,200,https://www.comunadezna.ro,yes,yes,wordpress,https://www.comunadezna.ro/feed/,yes,2026-01-01,,
ARAD,FANTINELE,https://primariafantanele-arad.ro,yes,200,https://primariafantanele-arad.ro,yes,yes,wordpress,https://primariafantanele-arad.ro/feed/,yes,2026-01-01,2021,
ARAD,IGNESTI,https://primariaignesti.ro,yes,200,https://primariaignesti.ro,yes,yes,wordpress,https://primariaignesti.ro/feed/,yes,2026-01-01,,
ARAD,BUTENI,http://www.buteni.ro,yes,200,https://buteni.ro/,yes,yes,wordpress,https://buteni.ro/feed/,yes,2026-01-01,2025,
ARAD,SELEUS,https://comuna-seleus.ro,yes,200,https://comuna-seleus.ro,yes,yes,wordpress,https://comuna-seleus.ro/feed/,yes,2026-01-01,,
ARAD,HALMAGEL,https://halmagel.ro,yes,200,https://halmagel.ro,yes,yes,wordpress,https://halmagel.ro/feed/,yes,2028-01-01,,
ARAD,PEREGU MARE,http://primariaperegumare.ro,yes,200,https://primariaperegumare.ro/comuna-peregu-mare/,yes,yes,wordpress,https://primariaperegumare.ro/ro/feed/,yes,2026-01-01,,
ARAD,USUSAU,http://www.comunaususau.ro,yes,200,https://www.comunaususau.ro,yes,yes,wordpress,https://www.comunaususau.ro/feed/,yes,2026-01-01,,
ARAD,BOCSIG,http://www.bocsig.ro,yes,200,https://bocsig.ro/,yes,yes,wordpress,https://bocsig.ro/feed/,yes,2026-01-01,,
ARAD,SOFRONEA,https://www.primaria-sofronea.ro,yes,200,https://www.primaria-sofronea.ro,yes,yes,wordpress,https://www.primaria-sofronea.ro/feed/,yes,2026-06-08,,
ARAD,PILU,http://www.comunapilu.ro,yes,200,https://comunapilu.ro/,yes,yes,wordpress,https://comunapilu.ro/feed/,yes,2026-01-01,2025,
ARAD,VARFURILE,http://www.primariavirfurile.ro,yes,200,https://www.primariavirfurile.ro,yes,yes,wordpress,https://www.primariavirfurile.ro/feed/,yes,2026-01-01,2026,
ARGES,ORAS MIOVENI,https://emioveni.ro,yes,200,https://emioveni.ro,yes,yes,joomla,https://emioveni.ro/?format=feed&type=rss,yes,2027-01-01,,
ARAD,SISTAROVAT,https://www.primariasistarovat.ro,yes,200,https://www.primariasistarovat.ro,yes,yes,wordpress,https://www.primariasistarovat.ro/feed/,yes,2026-01-01,2026,
ARAD,SAVARSIN,https://primariasavarsin.ro,yes,200,https://primariasavarsin.ro,yes,yes,wordpress,https://primariasavarsin.ro/feed/,yes,2026-01-01,,
ALBA,SCARISOARA,https://scarisoara.ro/primaria,yes,200,https://scarisoara.ro/primaria/,yes,yes,wordpress,https://scarisoara.ro/comments/feed/,yes,2027-01-01,,
ARAD,ZARAND,https://primariazarand.ro,yes,200,https://primariazarand.ro,yes,yes,wordpress,https://primariazarand.ro/feed/,yes,2025-08-22,,
ARAD,VINGA,https://primaria-vinga.ro,yes,200,https://primaria-vinga.ro,yes,yes,wordpress,https://primaria-vinga.ro/feed/,yes,2026-01-01,,
ARAD,VLADIMIRESCU,https://www.primariavladimirescu.ro,yes,200,https://www.primariavladimirescu.ro,yes,yes,wordpress,https://www.primariavladimirescu.ro/feed/,yes,2026-01-01,,
ARGES,BABANA,https://www.primariababana.ro,yes,200,https://www.primariababana.ro,yes,yes,joomla,https://www.primariababana.ro/?format=feed&type=rss,yes,2021-01-01,,
ARAD,TAUT,https://www.primariataut.ro,yes,200,https://primariataut.ro/,yes,yes,wordpress,https://primariataut.ro/feed/,yes,2026-01-01,,
ARAD,SEITIN,http://primariaseitin.ro,yes,200,https://primariaseitin.ro,yes,yes,wordpress,https://primariaseitin.ro/feed,yes,2026-01-01,2026,
ARAD,SICULA,https://sicula.ro,yes,200,https://sicula.ro,yes,yes,wordpress,https://sicula.ro/feed/,yes,2026-01-01,,
ARAD,ZIMANDU NOU,https://zimandunou.ro,yes,200,https://zimandunou.ro,yes,yes,wordpress,https://zimandunou.ro/feed/,yes,2026-01-01,2020,
ARGES,ORAS COSTESTI,https://primariacostestiag.ro,yes,200,https://primariacostestiag.ro,yes,yes,wordpress,https://primariacostestiag.ro/feed,yes,2026-01-01,,
ARAD,SEMLAC,https://www.semlac.ro,yes,200,https://www.semlac.ro,yes,yes,wordpress,https://www.semlac.ro/feed/,yes,2027-01-01,2019,
ARAD,ZERIND,https://primariazerind.ro,yes,200,https://primariazerind.ro,yes,yes,wordpress,https://primariazerind.ro/feed/,yes,2026-01-01,,
ARAD,SEPREUS,https://sepreus.ro,yes,200,https://sepreus.ro,yes,yes,wordpress,https://sepreus.ro/feed/,yes,2026-01-01,,
ARAD,IRATOSU,https://iratosu.ro,yes,200,https://iratosu.ro,yes,yes,wordpress,https://iratosu.ro/feed/,yes,2026-01-01,,
ARGES,ORAS STEFANESTI,https://www.stefanesti-arges.ro,yes,200,https://stefanesti-arges.ro/,yes,yes,wordpress,https://stefanesti-arges.ro/feed/,yes,2029-01-01,2024,
ARGES,AREFU,https://primaria-arefu.ro,yes,200,https://primaria-arefu.ro,yes,yes,wordpress,https://primaria-arefu.ro/feed/,yes,2025-01-01,,
ARGES,ALBESTII DE ARGES,https://www.albestiidearges.ro,yes,200,https://albestiidearges.ro/,yes,yes,wordpress,https://albestiidearges.ro/feed/,yes,2025-01-01,2025,
ARGES,ORAS TOPOLOVENI,http://www.topoloveni.ro,yes,200,https://topoloveni.ro/,yes,yes,wordpress,https://topoloveni.ro/feed/,yes,5012-01-06,2026,
ARGES,BOTENI,https://comunaboteni.ro,yes,200,https://comunaboteni.ro,yes,yes,wordpress,https://comunaboteni.ro/feed/,yes,2026-01-01,,
ARGES,BUDEASA,https://www.comunabudeasa.ro,yes,200,https://comunabudeasa.ro/,yes,yes,wordpress,https://comunabudeasa.ro/feed/,yes,2026-01-01,,
ARAD,ORAS PANCOTA,https://primariapancota.ro,yes,200,https://primariapancota.ro,yes,yes,wordpress,https://primariapancota.ro/feed/,yes,2026-07-15,,
ARGES,CORBI,http://www.primariacorbi.com,yes,200,https://www.primariacorbi.com,yes,yes,wordpress,https://www.primariacorbi.com/?feed=rss2,yes,2026-05-27,,
ARGES,CUCA,http://www.comunacuca.ro,yes,200,https://www.comunacuca.ro,yes,yes,wordpress,https://www.comunacuca.ro/feed/,yes,2026-01-01,,
ARGES,COSESTI,http://comunacosesti.ro,yes,200,https://comunacosesti.ro,yes,yes,wordpress,https://comunacosesti.ro/feed/,yes,2024-10-21,,
ARGES,HARSESTI,https://www.comunaharsesti.ro,yes,200,https://www.comunaharsesti.ro,yes,yes,wordpress,https://www.comunaharsesti.ro/feed/,yes,2027-01-01,,
ARAD,SOCODOR,https://socodor.ro,yes,200,https://socodor.ro,yes,yes,wordpress,https://socodor.ro/index.php/feed/,yes,2026-01-01,,
ARGES,MARACINENI,https://www.comunamaracineni.ro,yes,200,https://www.comunamaracineni.ro,yes,yes,wordpress,https://www.comunamaracineni.ro/feed/,yes,2026-01-01,2026,
ARGES,OARJA,http://oarjaprimarie.ro,yes,200,https://oarjaprimarie.ro,yes,yes,wordpress,https://oarjaprimarie.ro/feed/,yes,2026-01-01,,
ARAD,SIMAND,https://simand.ro,yes,200,https://simand.ro,yes,yes,wordpress,https://simand.ro/feed/,yes,2026-07-02,2017,
ARAD,ZADARENI,https://primariazadareni.ro,yes,200,https://primariazadareni.ro,yes,yes,wordpress,https://primariazadareni.ro/feed/,yes,2026-05-28,,
ARGES,POIANA LACULUI,https://www.poianalacului.ro,yes,200,https://poianalacului.ro/,yes,yes,wordpress,https://poianalacului.ro/feed/,yes,2026-01-01,,
ARGES,MIOARELE,https://www.mioarele.ro,yes,200,https://mioarele.ro/,yes,unclear,wordpress,https://mioarele.ro/index.php/feed/,yes,2023-01-01,,
ARGES,MICESTI,https://www.comunamicesti.ro,yes,200,https://comunamicesti.ro/,yes,yes,wordpress,https://comunamicesti.ro/feed,yes,2029-01-01,,
ARGES,PIETROSANI,https://www.primariacomuneipietrosani.ro,yes,200,https://www.primariacomuneipietrosani.ro,yes,yes,wordpress,https://www.primariacomuneipietrosani.ro/feed/,yes,2026-01-01,2026,
ARGES,STEFAN CEL MARE,https://www.comunastefancelmare.ro,yes,200,https://www.comunastefancelmare.ro,yes,yes,wordpress,https://www.comunastefancelmare.ro/feed,yes,2026-01-01,,
ARGES,SUSENI,https://primaria-suseni.ro,yes,200,https://primaria-suseni.ro,yes,yes,wordpress,https://primaria-suseni.ro/feed/,yes,2027-01-01,,
ARGES,PRIBOIENI,http://www.priboieni.ro/ag,yes,200,https://www.priboieni.ro/,yes,yes,wordpress,https://www.priboieni.ro/feed/,yes,2026-01-01,2026,
ARGES,STALPENI,https://stalpeni.ro,yes,200,https://stalpeni.ro,yes,yes,wordpress,https://stalpeni.ro/feed/,yes,2026-01-29,2020,
ARGES,VALEA DANULUI,https://valeadanului.ro,yes,200,https://valeadanului.ro,yes,yes,wordpress,https://valeadanului.ro/feed/,yes,2026-06-22,2023,
ARGES,POIENARII DE MUSCEL,http://www.poienariidemuscel.ro,yes,200,https://poienariidemuscel.ro/,yes,yes,wordpress,https://poienariidemuscel.ro/feed/,yes,2027-01-01,,
ARGES,STOENESTI,https://primariastoenestiag.ro,yes,200,https://primariastoenestiag.ro,yes,yes,wordpress,https://primariastoenestiag.ro/feed/,yes,2026-01-01,2026,
ARGES,VALEA IASULUI,https://www.comunavaleaiasului.ro,yes,200,https://comunavaleaiasului.ro/,yes,yes,wordpress,https://comunavaleaiasului.ro/feed/,yes,2026-01-01,,
ARGES,UDA,http://www.primariauda.ro,yes,200,https://primariauda.ro/,yes,yes,wordpress,https://primariauda.ro/feed/,yes,2026-01-01,,
BACAU,CASIN,https://comunacasin.ro,yes,200,https://comunacasin.ro,yes,yes,wordpress,https://comunacasin.ro/feed/,yes,8648-11-06,,
BACAU,MUNICIPIUL BACAU,https://municipiulbacau.ro,yes,200,https://municipiulbacau.ro,yes,yes,wordpress,https://municipiulbacau.ro/feed/,yes,2026-01-01,2025,
BACAU,BERESTI-BISTRITA,http://primariaberestibistrita.ro,yes,200,https://primariaberestibistrita.ro,yes,yes,wordpress,https://primariaberestibistrita.ro/feed/,yes,2026-01-01,,
BACAU,AGAS,http://primaria-agas.ro,yes,200,https://primaria-agas.ro,yes,yes,wordpress,https://primaria-agas.ro/feed/,yes,8878-16-04,2023,
BACAU,BUCIUMI,https://primariabuciumi.ro,yes,200,https://primariabuciumi.ro,yes,yes,wordpress,https://primariabuciumi.ro/feed/,yes,2026-01-01,2019,
BACAU,ORAS COMANESTI,http://www.primariacomanesti.ro,yes,200,https://www.primariacomanesti.ro,yes,yes,joomla,https://www.primariacomanesti.ro/?format=feed&type=rss,yes,2027-01-01,2006,
BACAU,ORAS SLANIC MOLDOVA,https://primariaslanicmoldova.ro,yes,200,https://primariaslanicmoldova.ro,yes,yes,wordpress,https://primariaslanicmoldova.ro/feed/,yes,2026-01-01,,
BACAU,ORAS BUHUSI,https://www.primariabuhusi.ro,yes,200,https://primariabuhusi.ro/,yes,yes,wordpress,https://primariabuhusi.ro/feed/,yes,2026-01-01,,
BACAU,CORBASCA,https://www.primariacorbasca.ro,yes,200,https://www.primariacorbasca.ro,yes,yes,wordpress,https://www.primariacorbasca.ro/feed/,yes,2027-01-01,,
BACAU,ORAS DARMANESTI,https://orasuldarmanesti.ro,yes,200,https://orasuldarmanesti.ro,yes,yes,other,https://orasuldarmanesti.ro/feed/,yes,2029-01-01,2025,
BACAU,FILIPENI,https://www.primariafilipeni.ro,yes,200,https://www.primariafilipeni.ro,yes,yes,wordpress,https://www.primariafilipeni.ro/feed/,yes,2026-01-01,,
BACAU,BUHOCI,https://comunabuhoci.ro,yes,200,https://comunabuhoci.ro,yes,yes,wordpress,https://comunabuhoci.ro/feed/,yes,2026-01-01,,
BACAU,COTOFANESTI,https://comunacotofanesti.ro,yes,200,https://comunacotofanesti.ro,yes,yes,other,https://comunacotofanesti.ro/feed/,yes,2026-01-01,2022,
BACAU,ORAS TARGU OCNA,https://orasul-targuocna.ro,yes,200,https://www.orasul-targuocna.ro/,yes,yes,wordpress,https://www.orasul-targuocna.ro/feed/,yes,2028-01-01,2021,
BACAU,HELEGIU,https://helegiu.ro,yes,200,https://helegiu.ro,yes,yes,wordpress,https://helegiu.ro/feed/,yes,2026-01-01,,
BACAU,BERZUNTI,http://comunaberzunti.ro,yes,200,https://comunaberzunti.ro,yes,yes,other,https://comunaberzunti.ro/feed/,yes,2027-01-01,,
BACAU,GURA VAII,https://uatcomunaguravaii.ro,yes,200,https://uatcomunaguravaii.ro,yes,yes,wordpress,https://uatcomunaguravaii.ro/feed/,yes,2027-01-01,,
BACAU,CAIUTI,http://www.primariacaiuti.ro,yes,200,https://www.primariacaiuti.ro,yes,yes,wordpress,https://www.primariacaiuti.ro/feed,yes,2026-01-01,,
BACAU,COLONESTI,https://primaria-colonesti.ro,yes,200,https://primaria-colonesti.ro,yes,yes,other,https://primaria-colonesti.ro/feed/,yes,2027-01-01,2023,
BACAU,ARDEOANI,https://comunaardeoani.ro,yes,200,https://comunaardeoani.ro,yes,yes,wordpress,https://comunaardeoani.ro/feed/,yes,2027-01-01,,
BACAU,DEALU MORII,http://www.dealumorii.ro,yes,200,https://dealumorii.ro/,yes,yes,wordpress,https://dealumorii.ro/feed/,yes,2026-01-01,,
BACAU,BOGDANESTI,https://www.primariabogdanestibacau.ro,yes,200,https://www.primariabogdanestibacau.ro,yes,yes,other,https://www.primariabogdanestibacau.ro/feed/,yes,2026-01-01,2022,
BACAU,GARLENI,https://primariagarleni.ro,yes,200,https://primariagarleni.ro,yes,yes,wordpress,https://primariagarleni.ro/feed/,yes,0001-15-76,2019,
BACAU,DOFTEANA,https://www.primariadofteana.ro,yes,200,https://primariadofteana.ro/,yes,yes,wordpress,https://primariadofteana.ro/feed/,yes,2026-01-01,,
BACAU,LETEA VECHE,https://primarialeteaveche.ro,yes,200,https://primarialeteaveche.ro,yes,yes,other,https://primarialeteaveche.ro/feed/,yes,2026-01-01,,
BACAU,LIPOVA,https://www.comunalipova.ro,yes,200,https://www.comunalipova.ro,yes,yes,wordpress,https://www.comunalipova.ro/feed/,yes,6050-17-10,,
BACAU,HURUIESTI,http://huruiesti.ro,yes,200,https://huruiesti.ro,yes,yes,e-adm,https://huruiesti.ro/feed/,yes,3082-18-06,2022,
BACAU,CLEJA,https://www.primariacleja.ro,yes,200,https://primariacleja.ro/,yes,yes,other,https://primariacleja.ro/feed/,yes,2026-01-01,2022,
BACAU,FARAOANI,http://www.comunafaraoani.ro,yes,200,https://comunafaraoani.ro/,yes,yes,wordpress,https://comunafaraoani.ro/feed/,yes,2026-01-01,,
BACAU,PARINCEA,https://www.parincea.ro,yes,200,https://www.parincea.ro,yes,yes,wordpress,https://www.parincea.ro/feed/,yes,2029-01-01,,
BACAU,PLOPANA,http://www.comunaplopana.ro,yes,200,https://www.comunaplopana.ro,yes,yes,e-adm,https://www.comunaplopana.ro/feed/,yes,2026-01-01,2023,
BACAU,MARGINENI,https://primaria-margineni.ro,yes,200,https://primaria-margineni.ro,yes,yes,wordpress,https://primaria-margineni.ro/feed/,yes,2026-01-01,,
BACAU,FILIPESTI,https://www.primaria-filipesti.ro,yes,200,https://primaria-filipesti.ro/,yes,yes,other,https://primaria-filipesti.ro/feed/,yes,2026-05-05,2022,
BACAU,GLAVANESTI,https://glavanesti.ro,yes,200,https://glavanesti.ro,yes,yes,wordpress,https://glavanesti.ro/feed/,yes,2026-01-01,,
BACAU,BARSANESTI,https://comunabirsanesti.ro,yes,200,https://comunabirsanesti.ro,yes,yes,wordpress,https://comunabirsanesti.ro/feed/,yes,2026-01-01,,
BACAU,PALANCA,http://comunapalanca.ro,yes,200,https://comunapalanca.ro,yes,yes,wordpress,https://comunapalanca.ro/feed/,yes,2026-01-01,2021,
BACAU,MOTOSENI,http://www.comunamotoseni.ro,yes,200,https://www.comunamotoseni.ro,yes,yes,wordpress,https://www.comunamotoseni.ro/feed/,yes,2026-01-01,2026,
BACAU,MANASTIREA CASIN,https://www.manastireacasin.ro,yes,200,https://manastireacasin.ro/,yes,yes,wordpress,https://manastireacasin.ro/feed/,yes,5302-18-06,2025,
BACAU,NICOLAE BALCESCU,https://www.primaria-nicolae-balcescu.ro,yes,200,https://primaria-nicolae-balcescu.ro/,yes,yes,other,https://primaria-nicolae-balcescu.ro/feed/,yes,2027-01-01,2023,
BACAU,HEMEIUS,https://www.primariahemeius.ro,yes,200,https://primariahemeius.ro/,yes,yes,wordpress,https://primariahemeius.ro/feed/,yes,2026-24-07,2023,
BACAU,GAICEANA,https://comunagaiceana.ro,yes,200,https://comunagaiceana.ro,yes,yes,wordpress,https://comunagaiceana.ro/feed/,yes,2026-01-01,,
BACAU,STEFAN CEL MARE,https://www.comunastefancelmare.ro,yes,200,https://www.comunastefancelmare.ro,yes,yes,wordpress,https://www.comunastefancelmare.ro/feed,yes,2026-01-01,,
BACAU,LUIZI-CALUGARA,https://www.comunaluizicalugara.ro,yes,200,https://comunaluizicalugara.ro/,yes,yes,other,https://comunaluizicalugara.ro/feed/,yes,2027-01-01,,
BACAU,OITUZ,https://primariaoituz.ro,yes,200,https://primariaoituz.ro,yes,yes,wordpress,https://primariaoituz.ro/feed/,yes,2026-01-01,,
BACAU,RACHITOASA,http://www.primariarachitoasa.ro,yes,200,https://www.primariarachitoasa.ro,yes,yes,wordpress,https://www.primariarachitoasa.ro/feed/,yes,2027-01-01,2026,
BACAU,GIOSENI,https://comunagioseni.ro,yes,200,https://comunagioseni.ro,yes,yes,wordpress,https://comunagioseni.ro/feed/,yes,2026-01-01,,
BACAU,MAGURA,http://www.primaria-magura.ro,yes,200,https://primaria-magura.ro/,yes,yes,e-adm,https://primaria-magura.ro/feed/,yes,2029-01-01,2022,
BACAU,RACOVA,http://primariaracova.ro,yes,200,https://primariaracova.ro,yes,yes,wordpress,https://primariaracova.ro/feed/,yes,2026-01-01,,
